"","EPCI","Commune","Numéro d'immatriculation","Type de syndic : bénévole / professionnel / non connu","Identification du représentant légal  (raison sociale et le numéro SIRET du syndic professionnel ou Civilité/prénom/ nom du syndic bénévole ou coopératif)","Siret représentant légal (si existe)","Code APE","Commune du représentant légal","Mandat en cours dans la copropriété","Nom d’usage de la copropriété","Adresse de référence","Numéro et Voie (adresse de référence)","Code postal (adresse de référence)","Commune (adresse de référence)","Adresse complémentaire 1","Adresse complémentaire 2","Adresse complémentaire 3","Nombre d'adresses complémentaires","long","lat","Date du règlement de copropriété","Résidence service","Syndicat coopératif","Syndicat principal ou syndicat secondaire","Si secondaire, n° d’immatriculation du principal","Nombre d’ASL auxquelles est rattaché le syndicat de copropriétaires","Nombre d’AFUL auxquelles est rattaché le syndicat de copropriétaires","Nombre d’Unions de syndicats auxquelles est rattaché le syndicat de copropriétaires","Nombre total de lots","Nombre total de lots à usage d’habitation, de bureaux ou de commerces","Nombre de lots à usage d’habitation","Nombre de lots de stationnement","Nombre d'arrêtés relevant du code de la santé publique en cours","Nombre d'arrêtés de péril sur les parties communes en cours","Nombre d'arrêtés sur les équipements communs en cours","Période de construction","nom_qp","code_qp"
"3253",200046977,"69388","AA0020636","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE TOURNESOL","51-51 av viviani 69008 LYON","51-51 av viviani","69008","LYON","53-53 av viviani 69008 LYON",NA,NA,1,4.877367,45.723286,1976-02-23,"non","non","oui",NA,0,0,0,160,80,80,80,0,0,0,"DE_1975_A_1993",NA,NA
"3254",200046977,"69034","AA0021212","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC PASTEUR ECOLE","97 r pasteur 69300 Caluire-et-Cuire","97 r pasteur","69300","Caluire-et-Cuire","12 r lavoisier 69300 Caluire-et-Cuire","10 r lavoisier 69300 Caluire-et-Cuire","103 r pasteur 69300 Caluire-et-Cuire",3,4.845038,45.793397,1963-06-13,"non","non","oui",NA,0,0,0,261,201,196,60,0,0,0,"DE_1961_A_1974",NA,NA
"3255",200046977,"69034","AA0021394","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC GRANDES TERRES","15 r jamen grand 69300 Caluire-et-Cuire","15 r jamen grand","69300","Caluire-et-Cuire","17 r jamen grand 69300 Caluire-et-Cuire",NA,NA,1,4.844896,45.796188,1964-01-30,"non","non","oui",NA,0,0,0,68,46,46,20,0,0,0,"DE_1961_A_1974",NA,NA
"3256",200046977,"69384","AA0021543","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC HENRI GORJUS","51 r henri gorjus 69004 Lyon","51 r henri gorjus","69004","Lyon",NA,NA,NA,0,4.823559,45.780349,1954-08-15,"non","non","oui",NA,0,0,0,42,32,32,10,0,0,0,"DE_1949_A_1960",NA,NA
"3257",200046977,"69384","AA0021709","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LES OMBELLES","120 r jacques-louis henon 69004 LYON","120 r jacques-louis henon","69004","LYON","122 r jacques-louis henon 69004 LYON",NA,NA,1,4.816867,45.779745,1983-12-29,"non","non","oui",NA,0,0,0,60,24,23,36,0,0,0,"DE_1975_A_1993",NA,NA
"3258",200046977,"69292","AA0021881","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC VAL DE SAONE","14-20 av du val de saone 69580 Sathonay-Camp","14-20 av du val de saone","69580","Sathonay-Camp",NA,NA,NA,0,4.871168,45.828616,1968-10-31,"non","non","oui",NA,0,0,0,331,162,151,166,0,0,0,"DE_1961_A_1974",NA,NA
"3259",200046977,"69384","AA0022046","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC BEL AIR","63B r chaziere 69004 Lyon","63B r chaziere","69004","Lyon",NA,NA,NA,0,4.815861,45.77842,1957-12-04,"non","non","oui",NA,0,0,0,212,132,129,80,0,0,0,"DE_1949_A_1960",NA,NA
"3260",200046977,"69384","AA0022129","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC CLOS ST EXUPERY","53 r henri gorjus 69004 Lyon","53 r henri gorjus","69004","Lyon",NA,NA,NA,0,4.823599,45.780547,1984-10-31,"non","non","oui",NA,0,0,0,53,19,19,28,0,0,0,"DE_1975_A_1993",NA,NA
"3261",200046977,"69292","AA0022384","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC JARDIN POETES","67 av paul delorme 69580 Sathonay-Camp","67 av paul delorme","69580","Sathonay-Camp",NA,NA,NA,0,4.866993,45.818147,1981-10-09,"non","non","oui",NA,0,0,0,113,55,55,57,0,0,0,"DE_1975_A_1993",NA,NA
"3262",200046977,"69089","AA0022871","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE PARC DES SECRETS","45B av de la table de pierre 69340 Francheville","45B av de la table de pierre","69340","Francheville",NA,NA,NA,0,4.750983,45.747282,2004-04-26,"non","non","oui",NA,0,0,0,79,32,32,37,0,0,0,"DE_2001_A_2010",NA,NA
"3263",200046977,"69266","AA0023119","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE SAINT LAURENT","87-91 crs emile zola 69100 Villeurbanne","87-91 crs emile zola","69100","Villeurbanne","42 46 ave francis de pressense 69100 VILLEURBANNE",NA,NA,1,4.87071,45.771375,1972-10-10,"non","non","oui",NA,0,0,0,339,106,99,142,0,0,0,"DE_1975_A_1993",NA,NA
"3264",200046977,"69244","AA0028324","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LA SAUVAGIE","14-19 all du baraillon 69160 Tassin-la-Demi-Lune","14-19 all du baraillon","69160","Tassin-la-Demi-Lune",NA,NA,NA,0,4.762461,45.765824,1981-07-01,"non","non","oui",NA,0,0,0,248,71,71,111,0,0,0,"DE_1975_A_1993",NA,NA
"3265",200046977,"69389","AA0029645","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC PARC DES MONTS D OR","2 r de la piemente 69009 Lyon","2 r de la piemente","69009","Lyon","8 r de la piemente 69009 Lyon","6 r de la piemente 69009 Lyon","4 r de la piemente 69009 Lyon",3,4.801802,45.785807,1972-02-14,"non","non","oui",NA,0,0,0,540,261,261,278,0,0,0,"DE_1961_A_1974",NA,NA
"3266",200046977,"69381","AA0029801","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC 25 RUE DU BON PASTEUR","25 r du bon-pasteur 69001 Lyon","25 r du bon-pasteur","69001","Lyon",NA,NA,NA,0,4.828549,45.772179,1984-12-19,"non","non","oui",NA,0,0,0,36,22,21,0,0,0,0,"AVANT_1949",NA,NA
"3267",200046977,"69271","AA1370261","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LES LILAS CHASSIEU","43 r des lilas 69680 Chassieu","43 r des lilas","69680","Chassieu",NA,NA,NA,0,4.969362,45.739914,2006-05-29,"non","non","oui",NA,0,0,0,99,38,36,55,0,0,0,"NON_CONNUE",NA,NA
"3268",200046977,"69266","AA1370345","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE LIBERTE II","46-58 r docteur ollier 69100 Villeurbanne","46-58 r docteur ollier","69100","Villeurbanne",NA,NA,NA,0,4.882937,45.765639,1982-04-02,"non","non","oui",NA,0,0,0,575,184,180,211,0,0,0,"DE_1975_A_1993",NA,NA
"3269",200046977,"69259","AA1370428","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC JARDINS DE MAJORELLE","287 rte de vienne 69200 Vénissieux","287 rte de vienne","69200","Vénissieux",NA,NA,NA,0,4.854044,45.726054,2011-10-04,"non","non","oui",NA,0,0,0,87,43,33,44,0,0,0,"APRES_2011",NA,NA
"3270",200046977,"69282","AA1370592","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LES TERRASSES DE LALIE","23-25 r joseph desbois 69330 Meyzieu","23-25 r joseph desbois","69330","Meyzieu",NA,NA,NA,0,5.003375,45.770677,2012-03-27,"non","non","oui",NA,0,0,0,122,60,60,62,0,0,0,"APRES_2011",NA,NA
"3271",200046977,"69259","AA1370675","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC ESPRIT CAMPUS","65 av jules guesde 69200 Vénissieux","65 av jules guesde","69200","Vénissieux",NA,NA,NA,0,4.888409,45.71322,2012-11-19,"non","non","oui",NA,0,0,0,114,87,86,27,0,0,0,"APRES_2011",NA,NA
"3272",200046977,"69034","AA1411842","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC PASTEUR 126","126 r pasteur 69300 CALUIRE ET CUIRE","126 r pasteur","69300","CALUIRE ET CUIRE","128 r pasteur 69300 Caluire et Cuire","130 r pasteur 69300 Caluire et Cuire",NA,2,4.848068,45.795477,1956-04-30,"non","non","oui",NA,0,0,0,56,28,28,28,0,0,0,"DE_1949_A_1960",NA,NA
"3273",200046977,"69384","AA1411925","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC GRATALOUP","1 r grataloup 69004 Lyon","1 r grataloup","69004","Lyon",NA,NA,NA,0,4.825394,45.774743,1991-01-01,"non","non","oui",NA,0,0,0,20,8,7,0,0,0,0,"AVANT_1949",NA,NA
"3274",200046977,"69034","AA1764612","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE LIBERATION","71-77 r jean moulin 69300 Caluire-et-Cuire","71-77 r jean moulin","69300","Caluire-et-Cuire","73 r jean moulin 69300 Caluire-et-Cuire","75 r jean moulin 69300 Caluire-et-Cuire","75B r jean moulin 69300 Caluire-et-Cuire",4,4.848768,45.800736,1964-01-10,"non","non","oui",NA,0,0,0,436,418,418,0,0,0,0,"NON_CONNUE",NA,NA
"3275",200046977,"69089","AA1827419","professionnel","DELASTRE ET ASSOCIES 95750248700011","95750248700011","6832A","LYON 4EME","Mandat en cours","L'OREE DU PARC","38 av de la table de pierre 69340 FRANCHEVILLE","38 av de la table de pierre","69340","FRANCHEVILLE",NA,NA,NA,0,4.753941,45.747428,2011-11-14,"non","non","oui",NA,0,0,0,105,52,50,17,0,0,0,"APRES_2011",NA,NA
"3276",200046977,"69290","AA1868827","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE CHATEAU","10 r des cedres bleus 69800 Saint-Priest","10 r des cedres bleus","69800","Saint-Priest",NA,NA,NA,0,4.944578,45.698917,2006-12-27,"non","non","oui",NA,0,0,0,42,12,12,18,0,0,0,"DE_2001_A_2010",NA,NA
"3277",200046977,"69266","AA1868900","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC ENTRE DEUX COURS","6 r anatole france 69100 Villeurbanne","6 r anatole france","69100","Villeurbanne",NA,NA,NA,0,4.868668,45.766458,2007-05-31,"non","non","oui",NA,0,0,0,92,68,68,24,0,0,0,"DE_2001_A_2010",NA,NA
"3278",200046977,"69383","AA1869247","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC HERMINE","18-20 r des tuiliers 69003 Lyon","18-20 r des tuiliers","69003","Lyon","20 r des tuiliers 69003 Lyon","18 r des tuiliers 69003 Lyon",NA,2,4.865731,45.748774,1970-01-19,"non","non","oui",NA,0,0,0,41,20,20,21,0,0,0,"DE_1961_A_1974",NA,NA
"3279",200046977,"69383","AA1874437","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC 19 QUAI AUGAGNEUR","19 qu victor augagneur 69003 Lyon","19 qu victor augagneur","69003","Lyon",NA,NA,NA,0,4.841056,45.758954,2013-02-22,"non","non","oui",NA,0,0,0,32,14,12,0,0,0,0,"AVANT_1949",NA,NA
"3280",200046977,"69286","AA1874502","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC BRUXELLES 9","9 r de bruxelles 69140 Rillieux-la-Pape","9 r de bruxelles","69140","Rillieux-la-Pape",NA,NA,NA,0,4.907716,45.818552,1968-02-09,"non","non","oui",NA,0,0,0,32,32,32,0,0,0,0,"DE_1961_A_1974","Ville Nouvelle","QP069028"
"3281",200046977,"69388","AA1874684","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE FLORENT","4 r florent 69008 Lyon","4 r florent","69008","Lyon",NA,NA,NA,0,4.879328,45.728345,1958-08-06,"non","non","oui",NA,0,0,0,106,69,69,37,0,0,0,"DE_1949_A_1960",NA,NA
"3282",200046977,"69266","AA1874767","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC REPUBLIQUE","2B crs de la republique 69100 VILLEURBANNE","2B crs de la republique","69100","VILLEURBANNE",NA,NA,NA,0,4.873566,45.771268,1956-08-08,"non","non","oui",NA,0,0,0,21,20,18,0,0,0,0,"DE_1949_A_1960",NA,NA
"3283",200046977,"69386","AA1874841","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC ANATOLE FRANCE","49 r de la viabert 69006 Lyon","49 r de la viabert","69006","Lyon",NA,NA,NA,0,4.867628,45.766431,1955-03-16,"non","non","oui",NA,0,0,0,14,12,11,0,0,0,0,"DE_1949_A_1960",NA,NA
"3284",200046977,"69384","AA1874924","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC CHARIOT D'OR","22 r du chariot d'or 69004 Lyon","22 r du chariot d'or","69004","Lyon",NA,NA,NA,0,4.835523,45.777531,1981-07-03,"non","non","oui",NA,0,0,0,15,15,14,0,0,0,0,"AVANT_1949",NA,NA
"3285",200046977,"69384","AA1875004","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC RICHAN 9","9 r richan 69004 Lyon","9 r richan","69004","Lyon",NA,NA,NA,0,4.83584,45.780272,1973-12-10,"non","non","oui",NA,0,0,0,15,15,12,0,0,0,0,"AVANT_1949",NA,NA
"3286",200046977,"69388","AA1875186","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC AVENUE BERTHELOT","332 av berthelot 69008 Lyon","332 av berthelot","69008","Lyon",NA,NA,NA,0,4.867275,45.736976,1992-10-28,"non","non","oui",NA,0,0,0,10,8,4,0,0,0,0,"AVANT_1949",NA,NA
"3287",200046977,"69382","AA1875343","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC CHARLES DULLIN","1 r charles dullin 69002 Lyon","1 r charles dullin","69002","Lyon",NA,NA,NA,0,4.83108,45.760379,2012-12-05,"non","non","oui",NA,0,0,0,19,12,9,0,0,0,0,"AVANT_1949",NA,NA
"3288",200046977,"69384","AA1875426","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC 21 RUE HENRI GORJUS SUR COUR","21 r henri gorjus 69004 Lyon","21 r henri gorjus","69004","Lyon",NA,NA,NA,0,4.823646,45.775935,1992-10-02,"non","non","oui",NA,0,0,0,26,10,10,0,0,0,0,"AVANT_1949",NA,NA
"3289",200046977,"69381","AA1875590","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LA SAONE","9-10 qu saint-vincent 69001 Lyon","9-10 qu saint-vincent","69001","Lyon",NA,NA,NA,0,4.815167,45.768634,1967-06-30,"non","non","oui",NA,0,0,0,120,46,45,41,0,0,0,"NON_CONNUE",NA,NA
"3290",200046977,"69286","AA1881101","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC BRUXELLES 1 A 7","1-3 r de bruxelles 69140 Rillieux-la-Pape","1-3 r de bruxelles","69140","Rillieux-la-Pape","5-7 R DE BRUXELLES 69140 RILLIEUX-LA-PAPE",NA,NA,1,4.906463,45.819041,1968-05-30,"non","non","oui",NA,0,0,0,56,56,56,0,0,0,0,"DE_1961_A_1974","Ville Nouvelle","QP069028"
"3291",200046977,"69034","AA1886498","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LES SALAMANDRES","53 che de crepieux 69300 CALUIRE-ET-CUIRE","53 che de crepieux","69300","CALUIRE-ET-CUIRE","55 che de crepieux 69300 CALUIRE-ET-CUIRE","57 che de crepieux 69300 CALUIRE-ET-CUIRE",NA,2,4.858423,45.801239,1972-02-21,"non","non","oui",NA,0,0,0,176,104,104,71,0,0,0,"DE_1961_A_1974",NA,NA
"3292",200046977,"69286","AA1886647","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE CEZANNE","49-53 av de l'europe 69140 Rillieux-la-Pape","49-53 av de l'europe","69140","Rillieux-la-Pape",NA,NA,NA,0,4.89748,45.815582,1968-07-12,"non","non","oui",NA,0,0,0,30,30,28,0,0,0,0,"DE_1949_A_1960",NA,NA
"3293",200046977,"69244","AA1886803","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE VALLOMBREUSE","51-53 av victor hugo 69160 Tassin-la-Demi-Lune","51-53 av victor hugo","69160","Tassin-la-Demi-Lune","11 che de la vernique 69160 Tassin-la-Demi-Lune",NA,NA,1,4.783533,45.765697,1972-06-23,"non","non","oui",NA,0,0,0,99,45,43,52,0,0,0,"DE_1975_A_1993",NA,NA
"3294",200046977,"69256","AA1886985","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LA GOELETTE","12 che des plates 69120 Vaulx-en-Velin","12 che des plates","69120","Vaulx-en-Velin","14 che des plates 69120 Vaulx-en-Velin","13 che des plates 69120 Vaulx-en-Velin",NA,2,4.916311,45.781014,1975-12-05,"non","non","oui",NA,0,0,0,103,63,63,40,0,0,0,"DE_1975_A_1993","Grande Île","QP069018"
"3295",200046977,"69388","AA1887066","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE VILLON","44-48 r villon 69008 Lyon","44-48 r villon","69008","Lyon",NA,NA,NA,0,4.865292,45.743442,1956-08-08,"non","non","oui",NA,0,0,0,264,169,160,95,0,0,0,"DE_1949_A_1960",NA,NA
"3296",200046977,"69286","AA1887140","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC ROTTERDAM 1","1 r de rotterdam 69140 Rillieux-la-Pape","1 r de rotterdam","69140","Rillieux-la-Pape",NA,NA,NA,0,4.906262,45.822894,1967-10-19,"non","non","oui",NA,0,0,0,31,31,31,0,0,0,0,"DE_1961_A_1974","Ville Nouvelle","QP069028"
"3297",200046977,"69286","AA1887223","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC FRANCFORT 2","2 r de francfort 69140 Rillieux-la-Pape","2 r de francfort","69140","Rillieux-la-Pape",NA,NA,NA,0,4.905695,45.817887,1968-02-26,"non","non","oui",NA,0,0,0,31,31,31,0,0,0,0,"DE_1961_A_1974","Ville Nouvelle","QP069028"
"3298",200046977,"69199","AA1887306","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC POMMEROL","8 r antoine pommerol 69190 Saint-Fons","8 r antoine pommerol","69190","Saint-Fons",NA,NA,NA,0,4.858724,45.709918,1980-10-24,"non","non","oui",NA,0,0,0,11,6,6,5,0,0,0,"DE_1975_A_1993",NA,NA
"3299",200046977,"69384","AA1887637","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC PH LASSALLE","23-25 r philippe de lassalle 69004 Lyon","23-25 r philippe de lassalle","69004","Lyon",NA,NA,NA,0,4.820889,45.775928,1969-12-02,"non","non","oui",NA,0,0,0,180,90,78,87,0,0,0,"DE_1961_A_1974",NA,NA
"3300",200046977,"69069","AA1887710","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LES PLEIADES","3A voi romaine 69290 Craponne","3A voi romaine","69290","Craponne",NA,NA,NA,0,4.72227,45.748989,1982-09-27,"non","non","oui",NA,0,0,0,60,24,24,36,0,0,0,"DE_1975_A_1993",NA,NA
"3301",200046977,"69387","AA1887975","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE LOUISIANE","23 r de la madeleine 69007 Lyon","23 r de la madeleine","69007","Lyon",NA,NA,NA,0,4.847951,45.748145,1986-10-28,"non","non","oui",NA,0,0,0,101,53,45,48,0,0,0,"DE_1975_A_1993",NA,NA
"3302",200046977,"69384","AA1888056","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC L ORANGERIE","85-87 r deleuvre 69300 Lyon","85-87 r deleuvre","69300","Lyon",NA,NA,NA,0,4.825233,45.7825,1967-02-08,"non","non","oui",NA,0,0,0,49,24,23,21,0,0,0,"DE_1961_A_1974",NA,NA
"3303",200046977,"69384","AA1888213","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC PAILLERON","23 r pailleron 69004 Lyon","23 r pailleron","69004","Lyon",NA,NA,NA,0,4.834434,45.779511,1979-06-07,"non","non","oui",NA,0,0,0,19,12,9,0,0,0,0,"DE_1975_A_1993",NA,NA
"3304",200046977,"69384","AA1888395","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC JANIN","4 r janin 69004 Lyon","4 r janin","69004","Lyon",NA,NA,NA,0,4.833117,45.780042,1986-05-16,"non","non","oui",NA,0,0,0,30,9,9,21,0,0,0,"DE_1949_A_1960",NA,NA
"3305",200046977,"69034","AA1888544","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE FLORENTIN","7 qu clemenceau 69300 Caluire-et-Cuire","7 qu clemenceau","69300","Caluire-et-Cuire",NA,NA,NA,0,4.821183,45.79022,1958-07-03,"non","non","oui",NA,0,0,0,32,22,17,10,0,0,0,"DE_1961_A_1974",NA,NA
"3306",200046977,"69383","AA1888627","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LE CLOS DU PRESIDENT","38 av georges pompidou 69003 Lyon","38 av georges pompidou","69003","Lyon",NA,NA,NA,0,4.866798,45.759224,1995-01-03,"non","non","oui",NA,0,0,0,110,59,55,28,0,0,0,"NON_CONNUE",NA,NA
"3307",200046977,"69383","AA1888700","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LES JARDINS DU PRESIDENT","57 r etienne richerand 69003 Lyon","57 r etienne richerand","69003","Lyon",NA,NA,NA,0,4.866111,45.75904,1991-12-19,"non","non","oui",NA,0,0,0,210,55,55,118,0,0,0,"DE_1975_A_1993",NA,NA
"3308",200046977,"69384","AA1888882","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC RESIDENCE DES CANUTS","61 bd des canuts 69004 Lyon","61 bd des canuts","69004","Lyon",NA,NA,NA,0,4.827274,45.780109,1989-07-06,"non","non","oui",NA,0,0,0,112,41,35,36,0,0,0,"DE_1975_A_1993",NA,NA
"3309",200046977,"69266","AA1889203","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC ALEXIS PERRONCEL","119 r alexis perroncel 69100 Villeurbanne","119 r alexis perroncel","69100","Villeurbanne",NA,NA,NA,0,4.882126,45.775563,1976-09-01,"non","non","oui",NA,0,0,0,10,8,7,0,0,0,0,"NON_CONNUE",NA,NA
"3310",200046977,"69034","AA1889385","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC LES CALMES","18 r henri chevalier 69300 Caluire-et-Cuire","18 r henri chevalier","69300","Caluire-et-Cuire","18 D RUE HENRI CHEVALIER 69300 CALUIRE ET CUIRE","18 C RUE HENRI CHEVALIER 69300 CALUIRE ET CUIRE","18 B RUE HENRI CHEVALIER 69300 CALUIRE ET CUIRE",4,4.827044,45.783516,1980-03-07,"non","non","oui",NA,0,0,0,350,98,98,156,0,0,0,"DE_1975_A_1993",NA,NA
"3311",200046977,"69034","AA1889468","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC PARC DE MONTCHOISY","137 av general de gaulle 69300 Caluire-et-Cuire","137 av general de gaulle","69300","Caluire-et-Cuire",NA,NA,NA,0,4.861885,45.814612,1978-02-14,"non","non","oui",NA,0,0,0,117,39,39,39,0,0,0,"NON_CONNUE",NA,NA
"3312",200046977,"69382","AA1889799","professionnel","SOC DE GESTION DES LOGEMENTS MODERNES 96650079500028","96650079500028","6832A","LYON 4EME","Mandat en cours","SDC 35 BELLECOUR","35 pl bellecour 69002 Lyon","35 pl bellecour","69002","Lyon",NA,NA,NA,0,4.83036,45.758335,2016-04-22,"non","non","oui",NA,0,0,0,51,28,18,2,0,0,0,"AVANT_1949",NA,NA
